#KEY,FIRST_PAGE,LAST_PAGE
conf/cicc/TakaoYKSI07,131,134
journals/iacr/DattaDNPZ15,958,958
journals/ijfcs/DawsonG09,57,82
conf/csfw/FocardiGM00,170,184
conf/vts/RiusF95,324,329
conf/mwcn/PappasST10,2,7
conf/icip/MaraisBK94,368,372
journals/amco/KiermaierKK11,287,301
conf/ict/LiSYML13,1,5
conf/csonet/WuLZ18,152,161
conf/ipps/Schwiegelshohn13,5,5
conf/icfnds/GhafirPHARJ18,1,5
conf/ijcci/BonabiABSA12,522,528
journals/ras/FranzM00,133,153
conf/icassp/KobayashiY16,649,653
conf/itng/VianaNRS09,1479,1484
journals/tvt/TengSRZ12,2305,2318
journals/debu/Lomet16,1,1
conf/pimrc/MeslehI13,2027,2023
conf/ats/ChoiK95,15,19
journals/tcs/Degano11,2094,2094
conf/gfkl/ScharlL08,675,684
journals/na/BrezinskiM96,25,33
conf/ets/ZhangGXWWC12,1,6
conf/bmvc/BrownDC00,1,10
conf/aipr/PusateriSM10,1,5
journals/dss/RibeiroPB95,183,193
journals/prl/FerreiraSTGRF11,27,37
books/daglib/0066772,1,860
journals/gis/SaitoMIKM16,20,35
conf/fgit/BernardoH10,383,393
journals/tapos/HarrisonO96,141,142
conf/mprss/WangWW14,130,140
journals/jasis/Egghe14a,2152,2154
conf/ictd/DavisCM12,114,121
conf/cascon/SlonimLSBB92,91,112
conf/ecms/KhalidKKZLHMWC12,512,518
conf/iri/ShimP17,478,484
conf/evoW/MerkleM00,287,296
conf/isbast/MlamboNM14,84,89
journals/dm/AldredP10,2619,2637
conf/seke/BritoSSS15,182,187
journals/imamci/BounitI05,26,57
journals/mam/FlanaganAS98,279,290
journals/jamia/PevnickPSWBDCJ16,943,951
conf/icseng/KhamisZS17,85,90
conf/adc/BaileyR95,27,25
conf/ecal/Weaver15,613,620
conf/micai/HisgenL10,69,81
conf/ats/HsuDWLHW08,245,250
journals/tie/PotlapalliL98,142,150
conf/cimcdm/ShaoE11,176,182
conf/mmsys/HsuCWLC18,509,512
conf/isscc/ChenABCCDGGKKKKLLMMMSSSSSTTTWWY07,104,105
conf/kelsi/LemkeMB04,221,234
conf/arith/CrozP87,255,255
conf/educon/FoleyMD14,439,449
conf/isie/JamshidiBG12,465,469
journals/ijaac/GorripotuKBP18,291,323
conf/ssci/Rodriguez-Fernandez17,1,6
conf/wgec/QiJHY09,545,548
conf/snpd/ChoiCLJ03,488,485
journals/isb/RojasBRKWS02,75,86
journals/jcamd/GohdaH08,790,798
conf/icves/AbuamerSSC17,110,115
journals/ijac/Ferov16,1,28
conf/globalsip/XuJCRL14,263,267
journals/bioinformatics/BrezellecHHPF06,1935,1941
conf/icip/ElTanbolyISMSNP16,117,121
journals/jms/TielmanNBKB17,1,10
journals/tbe/MalkinJNYG06,1492,1498
conf/ijcnn/LiaoPL12,1,7
books/sp/17/Gandhi17,55,73
journals/cacm/Moy94,61,66
conf/cec/IkedaNAK03,566,573
conf/iat/ZhangMHSL10,189,196
conf/evoW/MyodoT04,339,348
conf/or/StieberF17,489,494
conf/podc/JohnenH08,449,449
journals/cogsci/AckleyHS85,147,169
conf/icpr/GaldiD16,160,164
journals/tsp/HoC01,254,257
journals/pami/TrieschM01,1449,1453
journals/ijdsa/LijffijtSKB16,61,76
conf/wowmom/MoghadamS09,1,7
journals/tcsv/McNerneyKB07,785,789
journals/jpdc/BarberouGHRRTT03,564,577
journals/mta/HaoZLC17,20081,20098
conf/aaai/DelgrandeGA99,739,744
journals/pr/MarchetteP03,45,60
conf/icccn/KangPY15,1,6
conf/cw/WhittakerFK05,421,428
conf/eucc/DragomirGDMZ09,1587,1592
journals/siamma/Goddard09,77,116
conf/swste/JustusI07,48,56
conf/asplos/YuanZPZS11,3,14
phd/dnb/Rosenmund93,1,292
conf/newcas/MoshovosAJDSMHN18,356,360
journals/taslp/BharitkarK07,542,551
conf/codas/NgK96,554,560
conf/iarwisoci/RoniotisSTTZM12,1,4
conf/icassp/ScheuingY06,837,840
journals/spe/JaraGB15,1145,1160
journals/eccc/Staiger11,74,74
conf/icist/PavalkisN13,123,134
conf/iscisc/ZeinaliH18,1,8
conf/icse/EsfahaniM10,159,162
conf/biostec/YangPKX09,502,505
journals/nm/BankY15,199,203
conf/sigmetrics/TurnerL76,71,74
journals/ejc/BandeltC00,701,714
conf/fpga/ZhaJX16,274,274
conf/ipmi/LorenziAP11,463,474
conf/icebe/PanahiNL09,129,136
conf/3dpvt/ChangLK04,987,994
books/daglib/p/LuciaMOP12,71,98
journals/networks/Hassin82,1,21
conf/btas/Juefei-XuS13,1,8
conf/date/LiuN16,556,559
conf/wetice/ReisBB17,302,307
journals/tsmc/Barnard71,302,302
journals/kbs/Kingston98,311,319
conf/lssc/Csomos05,331,338
journals/mcs/Farid16,24,30
journals/kais/Parra-ArnauMRF17,113,145
conf/openidentity/FahnrichK17,159,166
journals/ijprai/GhoshB07,1103,1126
journals/ijig/MiyamotoKSKTO09,101,119
conf/icnc/GuoLL13,297,301
conf/dexaw/DolevY04,684,688
conf/isie/LiuHHCLG18,1149,1154
journals/jifs/LvNDXX16,1017,1028
conf/etrics/DowdXZ06,145,159
journals/tcas/DaneshL11,807,811
journals/ki/LudwigMO14,271,281
conf/wcnc/BahceciHC17,1,6
conf/cvpr/HeZZBB18,1945,1954
conf/semweb/MoraC13,376,391
conf/vts/BalenAALR04,383,388
conf/icassp/CosoI07,505,508
journals/tmc/LiLHFG15,358,372
conf/iscc/BoucettaIS16,996,998
journals/ejcon/OkuyamaT02,99,108
journals/jamia/HarpoleKFKB97,512,522
conf/p2p/LinCL04,90,97
conf/idms/MakaroffNH99,337,350
journals/itsm/ErnstKB14,50,58
conf/cso/YangML09,716,718
journals/iacr/NaorSS06,175,175
conf/imc/ZerfosMWSL06,264,269
journals/rfc/rfc7040,1,13
conf/dms/OrbayK13,162,167
journals/mp/Averbakh01,263,272
conf/iis/SwitalskiSH06,75,84
journals/concurrency/DangCJ12,849,866
journals/twc/JangW05,855,860
journals/smr/Mordal-ManetALSVD13,1117,1135
journals/ida/TorgoG97,275,292
conf/sigcse/JelenDMRS20,990,996
conf/pepm/RufW91,321,333
conf/cdc/0001YABN18,1694,1699
journals/netmahib/DwivediAKM13,185,189
journals/efi/Johnson06,201,254
conf/icc/LiWGL16,1,6
journals/bioinformatics/JayawardhanaKR08,1191,1197
conf/er/ParsonsS06,585,585
journals/siamjo/Bonnans97,979,990
journals/ijista/HuangZM09,282,295
journals/itor/Arnaout17,1347,1355
conf/acl/SteeleS15,121,126
conf/sigcse/FarriorH01,427,427
journals/tem/SundarrajS12,666,678
journals/adac/TodorovTF11,37,56
conf/mswim/ChenLT06,67,74
journals/mta/FanZNW03,75,96
conf/vcip/BokshiTBH17,2,5
conf/vtc/GeraciFC17,1,5
conf/seke/ZhangSPCM11,776,781
journals/jcp/EzzouhairiQP11,2255,2266
conf/hci/KaraGC18,542,550
series/smpai/Gartner08,1,216
journals/acj/Riedl87,206,214
conf/icde/DarJ92,2,11
conf/atal/ChevaleyreEM08,1111,1118
conf/cibcb/Ross15,1,8
conf/robio/ChaY09,251,256
journals/jnca/SalahH09,1039,1048
conf/tsp/PribilPM15,1,5
conf/iros/Liu13,1663,1639
conf/wes/Xu03,51,61
journals/urban/ForestierPWG12,470,480
conf/umc/Campagnolo02,2,15
conf/iv/YamazawaIY08,11,16
conf/ifip12/DengW08,1637,1645
conf/icalt/KadupitiyaRD17,55,59
conf/fmcad/0001NN15,97,104
conf/lrec/MukherjeeJ14,3092,3099
journals/dsp/LiSG16,196,201
conf/amcc/BoerenOS14,2178,2183
journals/isci/AlievPH18a,13,24
journals/nca/Amin-NaseriYS18,511,532
conf/atal/PedellS11,114,128
conf/fcv/YataKU15,1,4
journals/mr/ShibutaniYSP08,1033,1039
journals/tip/Wang94,862,865
conf/mm/ChiangCLWF17,19,25
journals/prl/LampertO10,1201,1206
journals/ijes/DhodapkarS06,39,50
conf/bmei/ZhaoLZHX09,1,5
conf/sigir/RaoTL18,1213,1216
journals/sensors/JavaidAWAAI17,1762,1762
conf/cmg/Pope98a,404,408
journals/ijwin/MissonV99,23,36
journals/scp/EckhardtMMW15,24,74
journals/asc/DUrsoG11,3877,3886
conf/smc/DiehmMFH13,221,227
conf/ldav/BrooksIPR17,92,93
journals/urban/HenriquesBL12,218,232
journals/vlsi/DinhG07,1,9
journals/jphonetics/MyersL09,212,230
conf/vlsid/PatelSMN04,769,772
conf/isda/HeHZP06,477,481
conf/coco/Agrawal94,338,355
conf/fsdm/Chen17,15,24
journals/entcs/PommereauDK09,120,130
journals/ijcv/TomasiK92,137,154
conf/iwann/DuongD99,450,457
conf/isda/Slaninova13,289,294
conf/neurotechnix/GiovacchiniFPMC13,194,198
conf/ki/Fritzke99,208,219
conf/gd/FossmeierHK98,126,138
conf/ifip5-7/Vernadat94,75,83
conf/webist/BotsiosGS07,415,418
conf/aciids/DanileckiFK17,443,453
conf/siggraph/Montgomery06,15,15
conf/iwcia/Slapal11,120,131
conf/wabi/SchwartzCI02,44,59
conf/webeng/X01,1,2
conf/evoW/LuckeheK15,471,480
journals/tvt/JinC13,4653,4658
journals/jis/Brookes86,15,18
journals/taes/BilikK12,581,603
journals/remotesensing/MandaniciB15,14019,14038
conf/icccsec/YinZM18,435,446
conf/isit/ShlezingerDE17,2343,2347
journals/tvt/GuzzonBG13,2349,2358
journals/jcp/YouWXJZZ11,1287,1296
conf/hicss/Shaw98,360,369
conf/swarm/WuHL16,89,96
journals/ram/Guizzo12,128,125
conf/aaai/GhoshKS17,1919,1925
conf/europar/CatundaRI99,1369,1276
conf/igarss/DisneyLB08,249,252
conf/sigcomm/KangRRW12,310,311
conf/cosit/PalmerGLS17,195,205
conf/vtc/ChangSC10,1,5
conf/embc/ChengTGASBMWSBP14,2881,2585
conf/cdc/DaiYGL09,7686,7691
journals/tbe/JainM08,827,832
journals/jss/CaoL17,34,44
journals/pami/HoraudFYDZ11,587,602
conf/ccis/ZhuCW14,461,464
conf/IEEEicci/JailletTCP03,214,114
conf/icra/MarinakisDF05,4581,4587
conf/grapp/HolstS07,323,326
conf/icassp/YangYLL05,901,904
conf/eccv/GhamdiZG12,302,311
journals/tsmc/VinzeHCKN92,499,513
conf/icip/WallIAMOPSM14,2165,2167
conf/isit/BowenD06,451,455
conf/safecomp/BeckerRC17,105,116
conf/saci/Hermann07,41,43
conf/iciar/LinsAF06,886,896
conf/ichit/LeeK11b,225,234
journals/sensors/ShahKLT18,1500,1500
conf/ijcnn/DavisK12,1,7
conf/marc/TolBVGJ11,13,18
conf/pimrc/LiVCY09,1702,1706
journals/corr/NogatzS17,42,56
journals/dn/AndreH06,7,15
journals/ipl/Emerson87,77,79
journals/mst/BergerS12,313,329
journals/sigcas/Kurzban82,14,20
conf/iwinac/CasermeiroLMO07,292,302
conf/annes/WangKT93,203,206
conf/webi/PauroballyJ05,464,470
journals/isci/YangLTC17,338,352
phd/de/Wotzlaw2006,1,126
reference/stat/Yu11,364,366
journals/ijcee/FalcinelliL12,13,24
conf/eacl/SeemannQBM12,1,10
conf/icfp/PaykinSF16,58,59
conf/caise/Olive02,675,691
conf/icvgip/RamanS14,2,9
conf/cifer/HoontrakulRKP98,15,65
journals/anor/SieragH18,101,127
journals/tc/OhYR95,1157,1162
conf/iccel/Kasai13,210,211
journals/fgcs/ChenCYZZZ18,396,407
conf/dexaw/ArcieriCNT01,407,411
journals/internet/CerfQ14,96,96
conf/coria/SallaberryBLG07,53,64
journals/lgrs/LiuZZ15,1770,1774
conf/focs/VereshchaginV02,751,760
journals/mp/Frank81,283,302
conf/sigecom/NissimOS12,774,789
conf/pdcat/ParkCKW04,520,527
books/daglib/0038035,1,542
journals/cgf/HofsetzMB08,91,101
conf/ivcnz/SunCW12,227,231
conf/mipro/StoyanovK17,205,208
journals/ao/LaurierKP18,201,224
conf/acssc/SheikholesalmiM14,1051,1055
conf/icassp/ZhaoWMZ16,6525,6529
conf/IEEEicci/WangBL17,59,64
journals/jsac/BiancoLMN00,2017,2028
journals/neuroimage/LebelGCWMB12,340,352
conf/aism/HannanT04,167,177
conf/haptics/FriedlQOP14,394,402
journals/concurrency/0002WFLS15,3614,3632
journals/pami/NamaneS90,600,606
conf/eurocon/StrahR13,1964,1971
journals/tecs/SurisRA12,1,22
journals/kbs/Yue11,146,153
conf/evoW/CornoRRV00,247,254
conf/etfa/KobayashiBBP07,744,747
journals/cma/HuangLZD11,1127,1134
conf/pldi/TraubHS98,142,151
conf/mobihealth/FekrRZ14,1,6
conf/wpnc/LieckfeldtYT08,31,36
conf/comsnets/KononenP11,1,8
journals/pr/Hernandez-LobatoMS13,1323,1336
conf/ncm/SongYWLG09,62,65
conf/clef/Glinos14a,958,965
journals/jcm/LiuGFW13,806,813
conf/icc/XiaoYZXLL16,1,6
conf/icnp/BartoliniCPMS09,42,51
conf/apweb/NaharULP12,767,774
journals/pc/PapatheodorouS89,171,182
journals/ieicet/PhamTAHW06,3216,3225
conf/icinco/PassowG08,151,156
journals/algorithmica/ReifT93,156,181
conf/sc/BalderramaSRHMA14,50,58
journals/eswa/Falavigna12,1784,1792
conf/iconip/NguyenO06,792,800
conf/istas/Farnham07,1,5
conf/wcnc/BahceciHC17,2,7
conf/uic/JangL17,1,6
conf/ams/MatsikisSRK99,180,188
journals/gis/SchmidtSB03,797,814
conf/chi/ReadM14,1043,1044
journals/tec/Perales-GravanL08,129,142
conf/cvpr/CaiBH11,2905,2910
conf/acsac/ValamehrTSKHIL10,199,210
journals/twc/BiZ18,4178,4191
journals/aaecc/Ponomarenko94,9,22
journals/tcbb/SongLW15,551,559
journals/isem/CaioneGMPP16,533,576
conf/tamc/Fortnow15,10,17
conf/smc/Govindaraj98b,998,1002
conf/iros/ColasantoTLC12,5347,5352
conf/icassp/ZhangCGY16,5415,5419
conf/gfkl/WeberRS05,103,110
conf/soda/EricksonN11,297,208
conf/incos/ZhengOS13,702,707
conf/aina/LiSZSCQ12,324,328
conf/cvpr/LuZXZ09,61,68
journals/advor/BenkheroufB12,1,16
journals/fodm/WuL12,411,449
conf/icra/Kitajima87,1909,1915
conf/flops/CurienH98,20,39
conf/hpdc/DramlitschAS01,435,436
journals/cais/TopiVWKNSV10,18,18
journals/jcphy/BurdakovKV12,3126,3142
journals/expert/BundyM06,85,87
conf/micai/GuzmanPY07,601,611
conf/jcdl/Barkstrom01,205,206
conf/macom/WollenbergD13,113,127
conf/urai/KimHC15,576,577
journals/pvldb/JoshiCNDH11,1284,1294
conf/iwann/LopesJA11,143,150
conf/iberamia/LopesMNC02,556,565
conf/pdcs/LimaSN02,718,723
conf/ismar/GrassetLB05a,206,207
conf/iccvg/DenisovaJM16,134,141
journals/corr/AnconaGZ13,81,93
conf/ceig/SunyerGCS09,251,254
conf/sdm/AcharyaMG14,190,198
conf/atsip/BrahimMBH17,1,5
conf/isbi/HuJOYNFPBLTC12,804,807
conf/taros/ChenKBS13,3,14
conf/ipps/LiuPL12,691,702
conf/aaai/BarbulescuWW00,879,884
journals/ijrc/EhKanAQ11,1,8
conf/cbms/Garcia-GarciaMC17,463,468
journals/tkde/YuanZZX13,2390,2403
journals/titb/WangAXS01,150,158
phd/dnb/Arend03,1,604
journals/iacr/NitajR15a,399,399
conf/cascon/Chechik98,8,8
conf/nips/GiacintoR04,489,496
conf/globecom/QiA08,3623,3627
journals/ijbc/HadjidemetriouV11,2195,2209
journals/cor/Syam02,1173,1193
conf/wiopt/TriantafyllopoulouPZM10,373,379
conf/miccai/DanilouchkineWLRL03,961,962
journals/msom/Chen03,60,63
journals/paladyn/KootstraPJKPK12,55,63
journals/ijbis/HidayantoAAS15,221,248
conf/ciss/Moskowitz10,1,5
journals/eor/FedrizziG07,303,313
journals/pami/SilvaW09,563,569
reference/gis/X17xhk,1569,1569
journals/el/GbajeM13,483,492
conf/sin/BhoiwalaJ17,268,273
conf/pvm/RasmussenSM16,209,212
conf/icdm/GhoshPBRNS18,913,918
journals/tac/Fedele18,1426,1433
journals/jolpe/GolaniB06,37,44
conf/isbi/CrosGEK17,270,274
journals/ram/AlvarezCM13,42,49
journals/program/Hussain15,151,169
conf/isnn/ZhangL09c,137,141
journals/cma/AdamsTZ11,4049,4057
conf/tsd/Tejada-CarcamoCG08,201,210
journals/tosn/BruckGJ09,1,31
conf/iccsa/DeoR06,622,632
conf/wsc/Rohrer97,657,662
journals/tcs/GabricS18,12,22
journals/isci/WangWPZY11,3308,3322
journals/amc/SiddiqiA07c,641,651
conf/ifip12/ShuLP14,221,229
journals/mis/LiuZZHZW18,1,12
conf/chi/TangM90,313,320
journals/asc/BarisalP15,122,137
conf/icml/LiL17,2062,2070
conf/iconas/WeiL13,580,585
conf/icalp/SandersSS04,1111,1122
conf/milcom/SerbanCCGGSSM12,1,6
conf/bsn/ShastryBV11,168,173
conf/aied/WangWCW15,808,811
journals/jcphy/Tausch07,956,969
journals/ijais/DehningDS04,51,63
conf/itsc/ZhengLH17,1,6
conf/icse/Chicote17,11,12
reference/mm/CesaranoFPS08,912,917
conf/fgr/GuoZ18,436,442
journals/complexity/LivnatF01,19,23
conf/embc/WebsterSW18,6030,3035
conf/models/Zaytsev14b,42,51
conf/ics/KrishnamurthyGS02,107,116
journals/eswa/TirumalaSGW17,250,271
conf/vrst/HirtZK17,1,2
journals/nar/WangTG14,161,166
conf/date/WeberCSW05,1232,1237
conf/adhs/LefebvreLKCA09,62,67
conf/conpar/StojcevMMM94,229,240
conf/imsa/ChoiK02,21,25
journals/cacm/NandiK67,299,301
conf/mie/Bilofsky91,28,31
conf/wbir/CamaraDB03,224,233
conf/oopsla/BiddleMN03,240,260
journals/ieiceee/AbeSYT12,1414,1422
conf/recomb/TopferMBLSB14,309,310
journals/dm/LiuZ97,170,178
conf/ubimob/Pham-NguyenG08,65,72
journals/lgrs/Izquierdo-VerdiguierLGC13,981,985
journals/iandc/CapecchiCD14,68,105
journals/ijgi/WangL17,148,148
conf/caine/Al-FayoumiA01a,138,141
conf/rsp/ProudfootKAC08,182,188
conf/wcnc/LuZLL07,2121,2125
conf/iasam/WuN08,1,8
conf/formats/BerardCHLR05,211,225
conf/icip/FeidenT01,549,552
journals/twc/JeonJHKS08,505,509
conf/wads/BilleCGSVV13,146,157
conf/icpram/Bruckstein18,11,11
journals/sigir/Salton80a,22,27
journals/jcp/ChedeK08,15,21
journals/appml/Manam11,1369,1373
journals/anor/CaulierGR15,1,2
journals/jasis/AbrizahT14,2498,2508
journals/ijdls/LuongNK10,1,23
conf/isc2/CooleyWB18,1,8
journals/tcs/ManoO01,169,208
journals/ton/AggarwalCLX17,3684,3695
conf/para/Tengwall94,483,492
conf/robio/FanRCLLYL15,1127,1132
journals/tcs/CurienDKZ08,61,75
journals/csjm/Baril03,1241,136
conf/rvsp/KawamotoKO13,160,163
journals/adcm/ChenX06,155,169
conf/ihc/ViterboM13,346,347
conf/cmg/Woolley01,869,876
conf/icns/ZhangZ06,99,99
conf/iui/ShaoSES17,9,16
journals/sensors/LiangJKHLZC18,2626,2626
conf/accv/LiFGW07,789,799
journals/sigplan/Coward91,48,57
phd/de/Sonnet2007a,1,182
journals/asc/Mirzaeinejad18,318,329
journals/ieicet/NiuPLL10,2228,2232
journals/mcs/DinhS17,1,13
journals/coap/FabianPE13,343,368
conf/wiri/FletcherW05,173,178
conf/mse/Dickman99,49,50
conf/allerton/BoloukiM12,1425,1431
journals/micro/Greenstein01c,8,10
journals/cga/BernhardWPSV16,56,66
conf/fpl/ShengYH18,219,223
conf/wasa/LiCWC10,36,46
conf/sdm/DasPDK11,582,593
journals/impact/Trangenstein90,1,39
conf/wetice/MoshfeghiG99,344,351
series/sci/YangGH07,419,442
conf/acl/AkbarC98,36,40
conf/hai/StratenPKJB18,253,259
journals/it/Wieder92,202,208
conf/cbmi/VargaSS17,2,7
journals/jms/Unluturk12,1909,1916
conf/pvm/Hey07,5,6
journals/ijiids/Khoury11,143,163
conf/isbi/SenanayakeSD18,1394,1997
journals/jss/Fenton93,141,146
conf/gi/PflaumMPM10,675,680
conf/interspeech/VasilescuCA05,1773,1776
journals/comcom/TodeTM07,965,974
conf/concur/KonnovVW14,125,140
conf/icphs/NgoS11,1466,1469
journals/insk/Rudiger09,93,101
conf/caip/BaikALW03,549,554
journals/jnca/CalvinhoC11,1441,1446
conf/icassp/OrkusyanAVM16,1407,1411
journals/na/IskeL05,187,198
journals/ijmc/HwangLKJ18,557,572
conf/adma/ChooBH08,548,555
journals/tvt/FilippisLSGN18,4702,4715
journals/isci/Chen13b,218,223
journals/ipl/Bagchi92,213,215
conf/gi/Kloft11,111,120
conf/icsoft/MashkovP07,341,344
journals/mam/NicholsF79,267,270
journals/amc/Dehghan04f,397,408
journals/informs/Gustafson93,19,21
journals/jasis/Monsell81,379,391
conf/icassp/XuLAC08,533,536
journals/iacr/Baum16,150,150
conf/jurix/KrasnerL13,87,96
conf/icmcs/ShenLPRW05,966,969
conf/euromicro/AmasakiKY15,96,103
conf/icassp/LopezORPK15,469,473
conf/tacas/BoonstoppelCE08,351,366
books/ws/Zaknich03,1,508
conf/parcella/Toth88,353,359
conf/bigdataconf/FujimotoIM17,3052,3057
conf/interspeech/KatholSZ16,1541,1544
conf/cso/JiangLC09,952,955
conf/ssci/ZontaSHE18,2255,2262
journals/program/Cox11,121,122
conf/istcs/CzumajHS95,11,19
conf/candc/McKnight07,291,191
conf/robio/ZhangZL09,281,285
journals/jcheminf/ElyashbergBMSWC09,3,3
conf/ipps/ZengA95,222,228
conf/icnc/LiuS08a,399,403
journals/bioinformatics/GotoPNBAK10,2618,2620
journals/cphysics/SunBL16,35,44
journals/interactions/LuceroMWMPA16,54,59
conf/amcc/KamalapurkarKD14,3000,3005
conf/IEEEias/SalehD07,253,260
journals/mima/Kyburg01,577,595
conf/idms/ObuchiMA97,1,10
conf/hpcc/PunithaB08,995,1000
journals/fgcs/PradalACDFMNNPV17,341,353
conf/iccms/ZhangZZS09,315,318
conf/ideal/AnMTLC05,487,494
conf/icfp/Brady13,133,144
conf/aaai/GongXH18,671,678
conf/sab/NikitinL18,223,235
journals/mta/SogaardSPB17,16727,16748
journals/jmlr/Yu16,1,58
conf/biovis/VehlowPL11,31,38
journals/jei/YeoLK11,13001,13001
conf/mldm/SigdelA13,281,295
journals/jcc/CaparC07,2140,2146
conf/sccc/Burnett97,21,28
journals/cr/X09r,420,426
journals/dt/X09h,102,103
journals/ijbra/OueslatiLE11,183,201
conf/paams/Fiol-RoigMH11,61,68
conf/icst/RomanoPA11,161,170
journals/jifs/SreedhanyaVNW17,3059,3067
conf/icaic/ZhangM11,348,355
conf/soda/AnandGK12,1228,1241
conf/adaEurope/VilloingB08,144,157
conf/chi/YeeBR07,2,11
conf/ijcnn/LiuTP08,1445,1449
conf/focs/BravermanEOPV13,668,677
journals/cma/WidyadanaW10,2933,2939
conf/icassp/JingH03,33,36
journals/fgcs/Amano86,121,123
journals/ett/Sagias06,37,43
journals/ijgi/YangFJ16,21,21
journals/nar/FeldhahnTSHSRK08,519,522
conf/globalsip/WangK15,423,427
journals/imwut/NomiyamaTOTNH18,1,25
conf/icves/AbuamerSSC17,109,114
conf/dbisp2p/Furtado05,38,49
journals/cryptologia/Hiatt77,101,105
journals/cma/ChenQLX11,3379,3389
conf/ifip7/OstrovskyV74,117,121
journals/ejasp/RuppKZS16,63,63
conf/er/BatiniFN85,312,319
journals/tcst/ChaturvediSCVMB06,613,627
journals/air/SalimV11,73,84
journals/sigpro/GaoZ08,1046,1052
conf/icnc/LvZLLHW15,81,86
journals/bjet/Ferdig06,749,760
conf/icchp/SommerBFZ12,251,253
conf/ecda/HorstermannK13,367,377
conf/ercimdl/MalamaLW04,69,79
conf/ecal/GershensonBA03,615,624
journals/scholarpedia/Wang14,10278,10278
conf/csreaSAM/BenaliLU07,374,380
journals/expert/NgatchouBMBNN17,6,13
conf/mmsys/BaeNP14,203,212
conf/eics/WichtMK11,69,74
conf/nci/SunT04,201,205
journals/ijbc/WuZZ04,2915,2923
journals/taslp/WallaceBVS11,1677,1687
journals/ijcvr/WickramasingheD10,311,324
journals/hf/BigotRJ07,1046,1054
conf/iros/KrishnanBS16,4469,4476
conf/gecco/OteroSF02a,370,376
conf/icpr/GongB88,776,778
conf/sofl/ZhaoLXFH16,102,121
conf/umc/Campagnolo02,1,14
conf/pacis/LuanZH14,53,53
journals/csi/KimP15,51,63
conf/jfplc/Coupet-Grimal93,70,92
conf/interspeech/CarreSMS00,937,940
conf/mm/SmithR97,194,202
conf/doceng/MiliosD14,209,210
conf/isese/UchidaMIMK02,139,147
conf/icip/WangB10,1909,1912
journals/jossac/HuangLLW15,105,121
conf/icra/LiT04,1270,1275
conf/isaac/ChanCT99,393,402
journals/tcs/GoldschlagerSS82,105,111
conf/icgec/OuyangC12,480,483
conf/memsys/YangZS18,209,117
journals/ress/GubaMP03,217,232
journals/eInformatica/El-AttarM07,59,76
conf/asunam/Cabrera16,1356,1363
journals/tsp/Combettes94,2955,2966
journals/tis/Mikulecky04,59,60
journals/jzusc/SunBF18,1245,1250
journals/mcm/WangM07,415,421
conf/wcnc/DongNWH13,4683,4688
journals/ijmmsc/Menezes06,2,11
journals/jamia/BourgeatDVRSF13,1046,1052
conf/iscas/ChuT10,2766,2769
journals/ijcns/ZhuZXZ09,357,362
conf/mcss2/SzwabeJFB11,73,81
conf/ecbs/Fescioglu-UnverK05,398,405
reference/convergence/ScottCS16,651,668
conf/aaai/SinglaHKW14,152,158
conf/aciids/AnTPD13,399,409
journals/bmcbi/BlazewiczFKPW11,181,181
journals/prl/ShinLK08,50,59
journals/cacm/Wright13,14,16
journals/sensors/FrancoisRM15,1168,1181
journals/ijhcitp/KhemajaM14,56,79
conf/smi/IvrissimtzisDS02,29,34
conf/starsem/PustejovskyK14,99,109
conf/iccv/AtoumRBZ017,5478,5486
series/sci/Chiew08,57,79
journals/dmaa/BachCU10,625,642
journals/sensors/JiLPL18,1109,1109
phd/dnb/Keuper99,1,508
conf/caine/LeeK07,274,277
conf/iciap/WeeRM07,807,812
journals/icl/ChenLZZZ10,1143,1145
conf/sip/El-ImamD05,28,32
journals/bioinformatics/ZhuNCWSL13,122,123
conf/dagm/Risse91,187,192
conf/interspeech/WangQ10,645,648
conf/esscirc/BlankRMCACZBKBSFKNY12,197,200
conf/iadis/DivitiniJS04,19,26
journals/isci/GuadarramaR10,4164,4188
conf/seta/Budisin10,30,40
conf/iswcs/AbdelaalG12,890,894
journals/csda/GuoFZXZ18,325,339
journals/cma/SalkuyehR17,2940,2949
journals/kbs/YangXYC18,202,210
journals/fgcs/MargolisBCBSCRCKASS11,924,934
journals/lht/Dutta17,312,331
journals/pr/FanLW00,1793,1803
conf/ifl/Magalhaes12,104,121
conf/ccs/BlassEMSV11,737,740
journals/jifs/Hatami-MarbiniATE13,81,93
conf/ipps/ParsonsP14,208,218
conf/wea/AlthausPD03,1,14
journals/ets/ZahariasMC13,374,384
journals/it/Akyildiz85a,333,339
conf/cadgraphics/ShenSZJ09,158,161
conf/riao/VargasSMO13,69,76
journals/tjs/AlonsoVCR17,343,353
journals/apal/BovykinW17,1700,1709
journals/sigsoft/PretschnerSS04,1,2
conf/secon/JurneckaM13,59,64
journals/rsa/Barany07,414,426
journals/mansci/KrishnanKB10,962,977
journals/eor/BermanDKW09,516,525
journals/tie/VeeracharyM11,263,277
journals/kbs/ParisS07,509,510
conf/ipco/Sebo92,353,366
conf/wes/JoshiFY02,248,259
conf/pervasive/HolleisS08,56,74
journals/amc/WangW11a,6296,6308
journals/corr/abs-1811-11041,50,61
journals/anor/TsiotasP15,93,117
conf/miccai/BredellTK18,363,370
conf/robocup/KalyanakrishnanSL07,171,183
journals/jct/CossidenteK03,117,130
